DEA_CODE;DEA_NOM_COMMERCE;ADRESSE_LIVRAISON;DEA_CODE_POSTAL_LIVRAISON;DEA_COMMUNE_LIVRAISON;INSEE_LIVRAISON;X_GEOCODAGE;Y_GEOCODAGE;TCO_LIBELLE
510001;  ;11   R. Mozart;92230;Gennevilliers;92036;596217,664882;2436736,790059;tabac librairie
510002;Tabac Loto Cadeaux;81   Bd Voltaire;92600;Asnières-sur-Seine;92004;596788,607000;2435244,853000;tabac
510003;Tabac Librairie Jeu;60   Av. Jean Moulin;92390;Villeneuve-la-Garenne;92078;599590,798209;2438033,160358;tabac presse
510004;Le Boyard;2   Av. Michelet;93400;Saint-Ouen;93070;600565,382000;2435089,567000;café tabac
510006;Le Rapide;31   R. d'Anjou;92600;Asnières-sur-Seine;92004;596061,500000;2434132,900000;café tabac
510007;L‘ancienne Poste;45   R. Jules Larose;92230;Gennevilliers;92036;597408,747008;2436953,287592;café tabac
510008;Le Viking;2   R. Alexandre;92230;Gennevilliers;92036;598834,602882;2436045,085150;café tabac
510009;Le Chaldée;169   Rue du docteur Bauer;93400;Saint-Ouen;93070;600869,372377;2433846,817289;café tabac
510010;Le Balto;66   R. de la Sablière;92600;Asnières-sur-Seine;92004;595009,246825;2434204,392878;café tabac
510011;Le Tom Tip;117   R. Victor Hugo;92300;Levallois-Perret;92044;596896,892858;2433353,249285;tabac loto
510012;Les Rosiers;56   R. des Rosiers;93400;Saint-Ouen;93070;600019,767341;2434145,457333;tabac loto
510013;Café De La Tour;4   Av.Laurent Cély;92600;Asnières-sur-Seine;92004;597872,666312;2435442,982877;café tabac
510014;Le Fontenoy;16   R. Louise Michel;92300;Levallois-Perret;92044;596304,903000;2432196,249000;café tabac
510015;Le Maryland;7   Bd Jean Jaurès;92110;Clichy;92024;597965,074480;2433220,541297;café tabac
510016;Tabac Du Marché;64   rue de Neuilly;92110;Clichy;92024;597506,696588;2433759,647441;café tabac
510017;Tabac la Chope;27   Av. de la Marne;92600;Asnières-sur-Seine;92004;595950,620000;2434211,330000;café tabac
510018;Le Petit Centre;52   R. Émile Zola;92600;Asnières-sur-Seine;92004;596174,377691;2436231,555506;café tabac
510019;Cyber Phone;2   R. Mortinat;92600;Asnières-sur-Seine;92004;595978,350488;2435625,284396;point phone
510020;Tabac Loto Presse;15   Pl. le Vau;92600;Asnières-sur-Seine;92004;596080,361592;2436445,522955;tabac librairie
510021;Le Bon Accueil;37   R. Madame de Sanzillon;92110;Clichy;92024;598601,600000;2433921,600000;café
510023; Magpresse;48   R. de Paris;93800;Épinay-sur-Seine;93031;598088,708154;2439550,801656;librairie
510025; Le Cygne d'Enghien;132   Av. Joffre;93800;Épinay-sur-Seine;93031;596972,291115;2440395,960865;tabac loto
510027; Tabac des Preles;65   Av.de la Marne ;93800;Épinay-sur-Seine;93031;599276,536246;2439668,796510;tabac presse
510028; Le Week-End;7   Av. Gallieni;93800;Épinay-sur-Seine;93031;597339,050137;2440809,604208;café tabac
510029;Le Flachat;35   R. de Chanzy;92600;Asnières-sur-Seine;92004;595387,415612;2434522,692437;café tabac
510030; Le Maryland;62   R. du Dr Bauer;93400;Saint-Ouen;93070;600229,483552;2434487,171243;café tabac
510031; Le Chiquito;128   Bd Jean Jaurès;92110;Clichy;92024;597406,569033;2434225,359859;café tabac
510032;Le Rallye;47   R. Danton;92300;Levallois-Perret;92044;596170,328000;2432372,409000;café tabac
510033;Tabac du Parc;26   R. Pierre Brossolette;92300;Levallois-Perret;92044;596785,313000;2433029,611000;tabac presse
510034;Le Cyrano;110   R. des Bourguignons;92600;Asnières-sur-Seine;92004;595581,394746;2435287,237170;café tabac
510035; Mag Presse;21   R. de St-Denis;93400;Saint-Ouen;93070;599650,063886;2435460,467109;presse
510036;  ;5   R. d'Ormesson;93800;Épinay-sur-Seine;93031;597872,093928;2440293,236640;tabac presse
510037;Tabac Arvern;29   Bd du général Leclerc;92110;Clichy;92024;598485,434339;2433617,448869;tabac loto
510038;L'Ariel;62   R. Baudin;92300;Levallois-Perret;92044;596229,654000;2433314,851000;café tabac
510039;Le Balto;37   Bd Victor Hugo;92110;Clichy;92024;598152,206975;2433297,461913;café tabac
510040;L'Obélisque;15   Imp. du Noyer Bossu;93800;Épinay-sur-Seine;93031;597223,459240;2439788,076461;tabac librairie
510041;Le Celtique;221   Av. Charles de Gaulle;92200;Neuilly-sur-Seine;92051;594220,946000;2431900,561000;café tabac
510042;Le Nouveau Paris;204   Bd Bineau;92200;Neuilly-sur-Seine;92051;594891,268526;2432904,237289;café tabac
510043;Le Jubillé 3;46   R. Gallieni;92500;Rueil-Malmaison;92063;590246,889555;2430007,887013;café tabac
510044;Le Livre Moderne;2   Pl. de Stalingrad;92150;Suresnes;92073;590162,081239;2429468,778142;tabac presse
510045;  ;153   Route de L'Empereur;92500;Rueil-Malmaison;92063;588579,279349;2429513,755649;tabac presse
510047;Le Maryland;23   R. de Villiers;92200;Neuilly-sur-Seine;92051;596063,796150;2432096,192997;café tabac
510048;L'Orèe du Parc;93   R. de la République;92150;Suresnes;92073;591747,000000;2429734,840469;tabac loto
510049;Tabac de Bagatelle;3   R. Ernest Deloison;92200;Neuilly-sur-Seine;92051;593682,975751;2430946,188891;tabac loto
510050;Tabac Du Golf;79   R.du 19 Janvier;92380;Garches;92033;589348,561894;2428135,070627;café tabac
510051;Le Clémenceau;276   Av. Georges Clemenceau;92000;Nanterre;92050;591435,698000;2431934,633000;tabac librairie
510052;La Cave A Cigares;27   R.de la Paix;92000;Nanterre;92050;591744,543123;2432169,154783;tabac loto
510053;Le Carrefour;1   R. de la Poterie;92150;Suresnes;92073;590923,711412;2429284,386535;tabac loto
510056;Tabac Beauregard;67   Av.du 18 Juin 1940;92500;Rueil-Malmaison;92063;589521,205391;2429967,769230;tabac presse
510057;Les Impressionniste;21   Bd Fernand Hostachy;78290;Croissy-sur-Seine;78190;585901,600000;2431098,550000;tabac presse
510058;A Ponte;23   Bd Henri Sellier;92150;Suresnes;92073;591834,952000;2429958,247000;café
510059;Tabac De La Source;1   R.de la Source;92000;Nanterre;92050;590375,148353;2432024,907426;tabac presse
510060;  ;4   All.. Georges Courteline;92000;Nanterre;92050;590652,003500;2433416,903000;tabac presse
510061;Mag Presse;116   bd de Lattre de Tassigny;92150;Suresnes;92073;591205,695925;2429872,257081;tabac presse
510062;  ;43   R.des Aubépines;92000;Nanterre;92050;591584,900000;2434700,682007;tabac loto
510063;Mag Presse;26   R. Jacques Daguerre;92500;Rueil-Malmaison;92063;587719,498789;2432282,998096;tabac presse
510065;Le Valmy;4   cours Valmy;92800;Puteaux;92062;592417,858400;2432685,004000;tabac loto
510066;Civettes des 2 Gares;33   bd des Provinces Françaises;92000;Nanterre;92050;591100,043722;2433649,958348;civette
510067;Le Diplomate;117   R. Jean Jaurès;92800;Puteaux;92062;592781,107645;2431424,417480;café tabac
510068;Presse'tige;191   Av. Napoléon Bonaparte;92500;Rueil-Malmaison;92063;587679,860438;2430775,951172;tabac presse
510070;La Civette Du Parc;11   Esplanade. Charles de Gaulle;92000;Nanterre;92050;591669,990000;2433026,368500;tabac presse
510071;Le Richelieu;53   R. Haute;92500;Rueil-Malmaison;92063;588640,999622;2430617,934864;café tabac
510072;La Civette De Marly;4   C. Cial des Grandes Terres;78160;Marly-le-Roi;78372;582498,346000;2431068,328000;tabac loto
510073;Tabac De La Gare;1   R.Fernand Pelloutier;92800;Puteaux;92062;592462,034640;2431731,412820;café tabac
510074;Le Balto;1   R. de Stalingrad;92000;Nanterre;92050;589987,451709;2432589,937725;tabac loto
510075;Tobacco;4   All. de L'Hôtel de Ville;92500;Rueil-Malmaison;92063;588636,932314;2431105,171909;tabac loto
510077;L‘européen;87   R. Maurice Thorez;92000;Nanterre;92050;589708,429076;2432995,843352;tabac loto
510078;Le Montalegre;118   Av. du président Wilson;92800;Puteaux;92062;591944,746980;2431930,556575;tabac loto
510079;Le Tabalire;103   Av. Paul Doumer;92500;Rueil-Malmaison;92063;588540,762699;2431281,675627;tabac loto
510080;Le Napoléon 1er;115   Av.Albert 1er;92500;Rueil-Malmaison;92063;587810,077078;2432068,099386;café tabac
510081;Le Marigny;92   R. Danton;92500;Rueil-Malmaison;92063;589745,784000;2431063,654000;café tabac
510082;Hôtel des Pavillons;121   Bd du Général Delambre;95100;Argenteuil;95018;591794,750000;2437412,250000;tabac presse
510084;Librairie Des Indes;C.Com   Av. Robert Schuman ;78500;Sartrouville;78586;588875,056758;2438430,490897;tabac presse
510086;Le Celtique;76   Av. Henri Barbusse;92700;Colombes;92025;593850,624000;2435540,307000;café tabac
510087;Tabac des Blanches;33   Bd Henri Barbusse;78800;Houilles;78311;589427,590000;2436516,708000;tabac presse
510088;Presse Le Protocole;36   Bis Square des Corolles;92400;Courbevoie;92026;593338,766492;2432472,618769;tabac presse
510089;Le Boyard;291   Av. d'Argenteuil;92270;Bois-Colombes;92009;595573,498074;2436088,977408;tabac loto
510090;La Tabatière;70   R. de Bezons;92400;Courbevoie;92026;593478,554000;2433256,363000;tabac presse
510091;;41   R. de Sartrouville;95870;Bezons;95063;590252,844775;2437368,296646;tabac presse
510092;Mag Presse;C.Com    Joliot Curie  Route d'Enghien;95100;Argenteuil;95018;595865,011015;2439788,550688;tabac presse
510093;Tabac Du Château;15   R. du château;95100;Argenteuil;95018;592344,927091;2437298,773588;tabac presse
510094; Géorgie;26   Bd Héloise;95100;Argenteuil;95018;593917,527228;2438244,457834;tabac loto
510095;Croix de Lorraine;2   R. Danielle Casanova;95100;Argenteuil;95018;592031,045299;2436912,933852;café tabac
510096;Le Chiquito;16   Bd de Finlande;92700;Colombes;92025;594325,454452;2436986,670794;tabac loto
510097;L'Européen;165   Bd de Verdun;92400;Courbevoie;92026;594096,928924;2434101,799791;café tabac
510098;Le Brazza;102   110 Av. Marceau;92400;Courbevoie;92026;593157,311389;2433764,600617;tabac loto
510099;L'Echo des Damiers;10   Gal. des Damiers,La Défense 1;92400;Courbevoie;92026;593992,247000;2432385,496000;tabac presse
510100;Tabac du Marché;85   R. des Frères Bonneff;95870;Bezons;95063;590692,451000;2436960,144000;tabac presse
510101;Le Chiquito;247   R. d'Épinay;95100;Argenteuil;95018;596013,172653;2439563,804586;tabac presse
510102;Blé Garni;127   Av. Gabriel Péri;95870;Bezons;95063;590660,296000;2437344,662000;boulangerie
510104;Tabac du Grand Cerf;2   R. Karl Marx;95870;Bezons;95063;590552,840936;2436138,631619;tabac presse
510105;La Baraka;73   Av. de la République;92400;Courbevoie;92026;593755,357000;2433698,698000;café tabac
510108;Le Flash;35   R. Jean-Pierre Timbaud;92400;Courbevoie;92026;593912,546911;2433301,275855;tabac loto
510109;Les Reflets;32   Patio des Reflets;92400;Courbevoie;92026;592596,266114;2433381,930372;tabac presse
510110;Le Gala;81   R. Gabriel Péri;92700;Colombes;92025;593438,324841;2435967,245936;tabac presse
510111;Tabac Du Pont;5   Av..Jean-Jacques Rousseau;78800;Houilles;78311;589050,825151;2435621,431892;tabac presse
510112;Le Président;233   Av. du Pdt Salvador. Allende;92700;Colombes;92025;592104,146714;2435793,512382;café tabac
510113;La Civette;88   R. Jean Jaurès;95870;Bezons;95063;591551,172945;2436376,692845;civette
510114;Maison De La Presse;57   Bd Carnot;78420;Carrières-sur-Seine;78124;588326,377634;2434555,009120;tabac presse
510116;Presse Sainte Marie;9   R. Sainte-Marie;92400;Courbevoie;92026;594245,216571;2432819,748429;tabac presse
510117;Le Bistrot ;34   Av. du Mar. Foch;95100;Argenteuil;95018;594011,067135;2438504,822574;tabac loto
510118;Tabacos Mario;100   R.de la Liberté;92150;Suresnes;92073;591368,720399;2431272,146958;tabac librairie
510119;Forum Presse Loisirs;11   R. Berthie Albrecht;95210;Saint-Gratien;95555;596216,181837;2441093,854051;librairie
510120; Le Narval;2   R. du Gué;92500;Rueil-Malmaison;92063;588868,700000;2431234,500000;café tabac
510121; Le Rond Point;39   Av. Édouard Vaillant;92150;Suresnes;92073;590866,018607;2429450,749363;café tabac
510122; La Tabatière;156   Av. Jean Jaurès;95100;Argenteuil;95018;591789,142939;2438026,320363;tabac loto
510123;La Royale;91   R. Perronet;92200;Neuilly-sur-Seine;92051;595136,514000;2432090,061000;tabac loto
510124;Le Knits;51   Quartier Boieldieu;92800;Puteaux;92062;592947,354976;2432338,728313;café tabac
510125;Le Madrilène;197   Av. Charles de Gaulle;92200;Neuilly-sur-Seine;92051;594433,612415;2431796,340428;café tabac
510126;  ;142   Bd National;92000;Nanterre;92050;588727,950000;2432316,400000;tabac presse
510127;Le Calumet;31-33   R. Jean Jaurès;92800;Puteaux;92062;593286,207000;2431746,237000;tabac presse
510128;Tabac des 4 Temps;C.C   2 Parvis de la Défense;92800;Puteaux;92062;592975,214013;2432574,950617;tabac loto
510129;Le Calumet;37   Av. Jean Jaurès;92150;Suresnes;92073;590667,409347;2429455,417319;tabac presse
510130;Le Brazza;2   R. Jean Jaurès;78560;Le Port-Marly;78502;583439,909870;2431353,878041;café tabac
510131;Tabac du Chateau;186   Bd  Saint-Denis;92400;Courbevoie;92026;595259,184000;2433681,950000;tabac
510132;Tabac Des Chênes;45   R. des Chênes;92150;Suresnes;92073;591628,217000;2431323,908000;café tabac
510133;Le Jean Bart;11   R. d'Estienne d'Orves;92270;Bois-Colombes;92009;595221,719243;2435252,429724;café tabac
510134;;57   Av. du Pdt Georges Pompidou;92500;Rueil-Malmaison;92063;589517,763277;2430390,389606;librairie
510135;La Civette du Val;100   Av.Georges Clemenceau;78500;Sartrouville;78586;589742,100334;2438238,922555;café tabac
510137;Civette de Puteaux;65   Quai de Dion-Bouton;92800;Puteaux;92062;593787,244000;2431999,346000;tabac presse
510138;Tabac le la Mairie;20   R. Gambetta;78800;Houilles;78311;589060,561605;2436066,748108;tabac loto
510141;Tabac De Pigalle;34   R.la Bruyère;75009;Paris ;75109;599796,552000;2431244,832000;café tabac
510142;Le Ballu;55   R. Blanche;75009;Paris;75109;599640,565000;2431465,762000;café tabac
510144;Hollywood;19   R. de Clichy;75009;Paris ;75109;599532,347993;2431086,788735;café tabac
510145;Le Celtic;104   Av. de Saint-Ouen;75018;Paris ;75118;599362,327857;2432878,021428;café tabac
510146;Tabac des Folies;27   R. Richer;75009;Paris ;75109;600632,649988;2430634,543199;café tabac
510147;Les Volcans;105   R. du Fbg Poissonnière;75009;Paris ;75109;600910,715782;2430984,584309;café tabac
510148;Librairie Du Lycée;9   Av. Victor Hugo;92170;Vanves;92075;596474,807920;2425000,070508;librairie
510149;Le Victor Hugo;175   Av. Victor Hugo;92140;Clamart;92023;595249,626000;2423443,905000;tabac
510150;Le Relais de Poste;2   R. Paul Vaillant-Couturier;92140;Clamart;92023;594886,821336;2422560,325983;tabac
510151;Le Celtique;5   R. de Tour de L'Étang;92350;Le Plessis-Robinson;92060;595125,098893;2420610,781482;café tabac
510152;Mag Presse;15   Av. Charles de Gaulle;92350;Le Plessis-Robinson;92060;594287,582036;2419917,575887;tabac presse
510153;  ;23   R. de la République;92170;Vanves;92075;596282,122386;2424684,118363;librairie
510154;Bar de la Cavée;183   Av. de Gén. de Gaulle;92140;Clamart;92023;594262,944000;2421097,332000;café tabac
510155;Librairie 52;52   rue Jean Bleuzen;92170;Vanves;92075;596879,800000;2424856,550000;librairie
510156;Presse Papier;54   rue d'Erevan;92130;Issy-les-Moulineaux;92040;594438,510493;2424377,663996;tabac presse
510157;Le Narval;72   R. Paul Vaillant-Couturier;92140;Clamart;92023;594334,378529;2422975,277177;café tabac
510158;Le Tabac Du Centre;68   R. du Gouverneur  Gén. Éboué;92130;Issy-les-Moulineaux;92040;594960,650000;2425215,400000;café tabac
510159;Mag Presse;.   CC. 3 Moulins  All. Ste Lucie;92130;Issy-les-Moulineaux;92040;593704,791034;2424686,233804;presse
510161;L'Evasion;27   Av. Léon Blum;92350;Le Plessis-Robinson;92060;593872,085249;2419494,999139;tabac
510162; Tabac Presse;95   R. de la Bourcillère;92140;Clamart;92023;592118,079307;2420204,242560;tabac presse
510163;A La Une Presse 52;52   R. Antoine Fratacci;92170;Vanves;92075;596599,992628;2424680,693191;librairie
510164;Espace Tabac;19   rue Jean-Pierre Timbaud;92130;Issy-les-Moulineaux;92040;593621,628750;2424574,686750;tabac
510165;Tabac du Marché;10   avenue de la Libération;92350;Le Plessis-Robinson;92060;594058,891509;2419848,612917;tabac
510166;Tabac de la Paix;766   Av.Roger Salengro;92370;Chaville;92022;589453,656090;2424021,651999;café tabac
510167;Le Marigny;97   route de la Reine;92100;Boulogne-Billancourt;92012;592729,376000;2426844,107000;tabac
510168;Tabac Presse Louvois;74   Pl. Louvois;78140;Vélizy-Villacoublay;78640;589819,446000;2420312,569000;tabac presse
510169;Pro-Itech;8   R. Saint-Exupéry;92360;Meudon-La-Forêt;92900;591903,105689;2421252,880536;tabac presse
510170;Les Tilleuls;13   Pl. de Stalingrad;92190;Meudon;92048;592512,160820;2424027,396097;tabac librairie
510172;Presse de la Mairie;2   R. Albert Thomas;78140;Vélizy-Villacoublay;78640;589298,497524;2420553,937160;tabac librairie
510173;Le Mozart;"108   Av; Mozart";75016;Paris ;75116;594908,372000;2428037,116000;tabac
510174;Tabac de la Colline;37   R. d'Orléans;92210;Saint-Cloud;92064;591395,301785;2427102,407585;café tabac
510176;Le Bendern;8   Pl. du Comte de Bendern;78170;La Celle-Saint-Cloud;78126;584396,786397;2426955,754626;tabac presse
510177;Le Mozart;35   Av. de Savoie;78140;Vélizy-Villacoublay;78640;587776,209001;2420621,927805;tabac presse
510178;Le Pavé des Gardes;38   Route du Pavé des Gardes;92310;Sèvres;92072;590765,157019;2423683,028509;tabac presse
510179;Le Balzac;29   avenue de Friedland;75008;Paris 8e;75108;597409,467704;2430678,412568;civette
510180;Librairie du Lycée;304   R. Lecourbe;75015;Paris ;75115;596319,627232;2426604,858424;librairie
510181;L‘alliance;52/56   R. de la Croix-Nivert;75015;Paris ;75115;597167,142856;2427453,101428;tabac
510182;Le Comptoir Du Parc;20   R. Cauchy;75015;Paris ;75115;595583,796327;2427169,341004;tabac presse
510183;Le Khedive;157   rue de la Convention;75015;Paris 15e;75115;596791,360500;2426722,924250;tabac loto
510184;Toute La Presse;86   Bd Lefebvre;75015;Paris ;75115;597298,867822;2425608,884738;librairie
510185;Les Aviateurs;37   Bd Victor;75015;Paris ;75115;596239,596877;2426181,206684;tabac
510186;Tabac De La Place;8   Pl. Falguière;75015;Paris ;75115;598589,498000;2427280,283000;tabac loto
510187;La Boite à Cigares;23   R. de Rome;75008;Paris ;75108;599051,308998;2430876,453808;civette
510188;L‘ariel;1   R. des Morillons;75015;Paris ;75115;597002,007127;2426233,767208;tabac loto
510189;Tabac de la Tour;33   Av. du Maine;75015;Paris ;75115;598872,599393;2427097,913027;civette
510190;L'Ariel;197   R. Lecourbe;75015;Paris ;75115;597003,012000;2426898,821000;tabac loto
510191;La Civette wagram;8   Av. de Wagram;75008;Paris ;75108;597044,560000;2430794,074000;tabac loto
510192;Seventeen;17Bis   R. Marcel Allegot;92190;Meudon;92048;591984,146500;2424774,399500;café tabac
510193;Le  Drugstore;112   R. Lauriston;75016;Paris ;75116;596294,833775;2429739,956922;tabac loto
510194;Au Jean Bart;44   R. du Dr  Roux;75015;Paris ;75115;598025,830594;2426799,396043;café tabac
510195;Le Rallye;29   R. Cambronne;75015;Paris ;75115;597464,030000;2427484,471000;café tabac
510196;;59   Bd Lefebvre;75015;Paris ;75115;596761,894284;2425845,300771;café tabac
510197;L'escale;105   Bd de la République;92420;Vaucresson;92076;586517,963996;2426565,973824;café tabac
510198;;112 b   R. Championnet;75018;Paris ;75118;600224,613831;2433052,426741;tabac librairie
510199;Le Fontenoy;36   R. Henri Barbusse;92000;Nanterre;92050;589610,446000;2432472,922000;café tabac
510200;Tabac les Jardins;155   Av. Maurice Utrillo;95100;Argenteuil;95018;592347,432720;2438879,842524;café tabac
510201;Tabac de l'Europe;11   R. de Lisbonne;75008;Paris ;75108;598465,742000;2431048,626000;café tabac
510202;Le Rocher St-Lazare;5 Bis   R. du Rocher;75008;Paris ;75108;599003,903236;2430829,985168;tabac loto
510203;Le Brelan;2   Bd Léon Feix;95100;Argenteuil;95018;593904,966738;2438970,020336;café tabac
510204;Le Chiquito;31   R.Charles Schmidt;93400;Saint-Ouen;93070;599787,861871;2433935,058555;café tabac
510205;Le Porte Plume;58   Av. Victor Cresson;92130;Issy-les-Moulineaux;92040;594835,927543;2424875,261329;tabac presse
510206;L'Equinoxe;10 R.   R Brulay - C Cial C. Debussy;78500;Sartrouville;78586;587323,061200;2437507,265100;café tabac
510207;La Mission;214   R. Gabriel Péri;92700;Colombes;92025;592891,368200;2435583,398800;café tabac
510208;La Tabatière;58   Av. de Fouilleuse;92500;Rueil-Malmaison;92063;589575,885470;2429355,174765;tabac loto
520001;Le Danton;59   rue André Joineau;93310;Le Pré-Saint-Gervais;93061;604919,950000;2431783,050000;café tabac
520002;Le Royal;140   rue de la Jarry;94300;Vincennes;94080;608396,749433;2427952,300424;café tabac
520003;Tabac De La Mairie;3   rue de Paris;93230;Romainville;93063;607269,082000;2431875,922453;café tabac
520004;  Librairie NGUYEN;.   avenue Lénine C Cial Y.gagarin;93230;Romainville;93063;606976,550000;2431837,100000;tabac presse
520005;Tabac Du Pré-Gentil;2   Allée de Colmar;93110;Rosny-sous-Bois;93064;611901,674000;2429959,864000;tabac presse
520006;  ;40   rue Lucien Sampaix;93170;Bagnolet;93006;606745,672738;2430227,113636;presse
520007;Au quatre feuilles;1   rue des Polyanthas;93110;Rosny-sous-Bois;93064;611488,250000;2429273,350000;tabac presse
520008;Le Cyrano;22   avenue du général de Gaulle;94160;Saint-Mandé;94067;605952,540524;2427376,940681;café tabac
520009;Tabac De L'Eden;82   boulevard Belleville;75020;Paris 20e;75120;603160,503000;2430174,677600;civette
520010;Le Brazza;10   avenue Joffre;94160;Saint-Mandé;94067;605956,927000;2427699,119000;café tabac
520011;L‘ariel;114   avenue de Verdun;93230;Romainville;93063;606773,954000;2431476,253000;café tabac
520012;Librairie Du Lycée;76   rue de Rosny;93100;Montreuil;93048;608259,130343;2429439,531033;tabac presse
520013;Madi' sons;69   Rue de la Roquette;75011;Paris 11e;75111;602958,597000;2428674,384000;café tabac
520014;  ;52   avenue du général Leclerc;94420;Le Plessis-Trévise;94059;616794,779000;2423594,479500;tabac presse
520015;Tabac de l‘avenue;48   boulevard de la Liberté;94170;Le Perreux-sur-Marne;94058;611859,738333;2426339,506885;tabac
520016;Totem;41   boulevard Gallieni;94360;Bry-sur-Marne;94015;613749,237899;2427265,589416;tabac presse
520017;Librairie De La Gare;184   Grand rue du Gal de Gaulle;94130;Nogent-sur-Marne;94052;611478,309965;2426672,808704;presse
520018;  ;65 bi   avenue Jean Jaurès;77420;Champs-sur-Marne;77083;618634,217000;2428661,718000;tabac presse
520019;Tabac presse loisirs;24   place Pablo Picasso;77420;Champs-sur-Marne;77083;619726,784750;2427051,364828;tabac presse
520020;L'Écu De France;95   avenue des Sciences;77500;Chelles;77108;618772,132000;2433889,090000;café tabac
520021;  ;101   place Gaston Meunier;77186;Noisiel;77337;621369,982818;2428694,963523;tabac presse
520022;Le Tabac De L'Églis;60   avenue Victor Hugo;93360;Neuilly-Plaisance;93049;612615,200000;2428739,250000;tabac
520024;Chez Eva;25   rue Benoni Eustache;93250;Villemomble;93077;613645,873741;2430805,880775;tabac presse
520025;Le Longchamp;1.   Avenue Léon Blum;93330;Neuilly-sur-Marne;93050;614398,800224;2429923,734562;café tabac
520026;La Divette De Bry;1   place Daguerre;94360;Bry-sur-Marne;94015;613438,166493;2426252,493091;café tabac
520028;Tabac De L'Église;2   avenue Paul Doumer;93460;Gournay-sur-Marne;93033;617570,066285;2429488,989452;tabac presse
520029;Le Royal;3   avenue Jean Jaurès;77360;Vaires-sur-Marne;77479;622191,829686;2430752,672915;café tabac
520030;Au Tabac Bleu;54   avenue Paul Vaillant-Couturier;93330;Neuilly-sur-Marne;93050;615815,365315;2430700,302272;tabac loto
520031;Le Bonheur;44   rue du général Leclerc;93220;Gagny;93032;614667,828136;2432161,655159;café tabac
520032;Tabac De La Gare;6   place Robert Belvaux;94170;Le Perreux-sur-Marne;94058;611628,783177;2426639,423930;café tabac
520033;Le Madrigal;64   avenue Daniel Perdrige;93360;Neuilly-Plaisance;93049;613133,924000;2430350,358000;café tabac
520035;Tabac Des Marnaudes;89   rue de la Fosse aux Bergers;93250;Villemomble;93077;611612,645458;2432252,725930;tabac presse
520036;Lib. du Val de Marne;70   rue du 11 Novembre;93330;Neuilly-sur-Marne;93050;613941,250000;2429445,750000;tabac presse
520037;La Civette De Brou;72   avenue Jean Jaurès;77177;Brou-sur-Chantereine;77055;621460,431236;2431417,958958;tabac librairie
520038;La Civette De Lagny;21   rue du Chemin de Fer;77400;Lagny-sur-Marne;77243;627029,118657;2431278,222761;tabac loto
520039;Cité B A;219   avenue Pierre Brossolette;94170;Le Perreux-sur-Marne;94058;613206,689283;2426216,192463;café tabac
520040;Tabac Arche Guédon;5   place de la Mogotte;77200;Torcy;77468;622079,611865;2428161,904127;tabac presse
520041;Tabac De L'Alma;103   avenue Pierre Brossolette;94170;Le Perreux-sur-Marne;94058;612308,240000;2426295,619000;café tabac
520042;Le Roissy;.   C. Cial la Ferme d'Ayau;77680;Roissy-en-Brie;77390;622745,150224;2421759,571980;café tabac
520043;Espace Gambetta;20   rue Gambetta;77500;Chelles;77108;618783,144955;2431201,955042;tabac
520044;Tabac De La Gare;7   place de la Gare;93250;Villemomble;93077;612802,135249;2432340,630554;café tabac
520045;Le Saint Dominique;27   place de L'Europe;77700;Bailly-Romainvilliers;77018;635351,098303;2428001,541985;tabac librairie
520047;Virgule;3   rue des Renouillères;93360;Neuilly-Plaisance;93049;612738,000000;2429675,600000;tabac presse
520048;Tabac De L'Esplanad;5   promenade du Belvédère;77200;Torcy;77468;623259,938527;2427013,715012;tabac presse
520049;Le Larzac;2   avenue de la Résistance;77500;Chelles;77108;618462,808318;2431216,576966;café tabac
520050;Le Petit Foch;86   avenue du maréchal Foch;93360;Neuilly-Plaisance;93049;612833,550000;2429143,650000;café tabac
520051;Le Val 94;165   boulevard Alsace-Lorraine;94170;Le Perreux-sur-Marne;94058;612610,492584;2428176,299337;café tabac
520052;Tabac-Presse Kosan;15   boulevard du maréchal Foch;93160;Noisy-le-Grand;93051;614167,543332;2427509,832666;tabac presse
520053;Le Maryland;20   boulevard Alsace-Lorraine;94170;Le Perreux-sur-Marne;94058;611709,137411;2427880,309107;café tabac
520054;Carré D'As;CCial   rue Monthety;77340;Pontault-Combault;77373;620121,801325;2419936,408121;tabac
520056;Le Papyrus;CCial   Route de Montfermeil;77500;Chelles;77108;617917,135867;2432784,508017;tabac presse
520057;Le Brussel'S;13   boulevard Gallieni;93360;Neuilly-Plaisance;93049;612975,220272;2428290,830257;café tabac
520058;Civette De La Mairie;.   place du Chanoine Heroux;93330;Neuilly-sur-Marne;93050;614339,050000;2428682,250000;tabac presse
520059;L‘européen;CCial   C. Cial du Champy;93160;Noisy-le-Grand;93051;617716,615000;2427259,395000;café tabac
520060;La Platanaie;11   place de Verdun;94420;Le Plessis-Trévise;94059;618235,737370;2423006,273041;tabac presse
520061;La Plume Cévenole;139   avenue du général de Gaulle;94170;Le Perreux-sur-Marne;94058;612284,979000;2427191,535000;presse
520062;Le Break;161   avenue du 8 Mai 1945;94170;Le Perreux-sur-Marne;94058;612648,184918;2427871,911927;café tabac
520063;Tabac De L'Époque;2   rue Joannes;93220;Gagny;93032;613983,947000;2431630,546000;café tabac
520064;Civette Des Arcades;CCial   rue des Arcades;93160;Noisy-le-Grand;93051;615365,450000;2426737,150000;tabac loto
