DEA_CODE;DEA_NOM_COMMERCE;ADRESSE_LIVRAISON;DEA_CODE_POSTAL_LIVRAISON;DEA_COMMUNE_LIVRAISON;INSEE_LIVRAISON;X_GEOCODAGE;Y_GEOCODAGE;TCO_LIBELLE
540385;Librairie Des Écoles;33   avenue des Écoles;91320;wissous;91689;599289,254500;2415397,475250;tabac librairie
540386;;48   rue Raymond Losserand;75014;Paris 14e;75114;598752,985157;2426260,172482;librairie
540387;L‘aviation;2   Rd-Pt Victor Hugo;92130;Issy-les-Moulineaux;92040;595364,877000;2425548,044000;café tabac
540388;Le Fleury;82   Av. Henri Barbusse;92140;Clamart;92023;594248,763000;2423640,881000;café tabac
540389;Tabac de la Gare;22   Av. Jacques Jezequel;92170;Vanves;92075;596706,079705;2424476,398712;café tabac
540390;L‘Etoile;10   Route du Pavé Blanc;92140;Clamart;92023;592816,601419;2420321,309947;café
540391;  ;29   boulevard de Stalingrad;92240;Malakoff;92046;596327,039457;2423997,769683;librairie
540392;Maison de la Presse;10   Pl. François Spoerry;92350;Le Plessis-Robinson;92060;594509,357374;2420205,760617;tabac librairie
540393;  ;14   rue Gambetta;92240;Malakoff;92046;597869,683227;2424978,364621;café tabac
540394;  Fontaine aux Roses;113   rue Boucicaut;92260;Fontenay-aux-Roses;92032;596165,855605;2421704,236109;café tabac
540395;  ;63   boulevard Gabriel Péri;92240;Malakoff;92046;597299,045000;2424537,064000;librairie
540396;Au Fil Des Jours;102   avenue de Paris;92320;Châtillon;92020;596961,846047;2423266,630511;tabac presse
540398;Bar Tabac Du Théâtr;20   rue Raymond Fassin;92240;Malakoff;92046;597477,827871;2424810,882925;café tabac
540399;Le Montana;21   boulevard Stalingrad;92240;Malakoff;92046;596966,983068;2423661,773584;café tabac
540400;Hall de Presse;1   R. Auguste Gervais;92130;Issy-les-Moulineaux;92040;595321,615000;2425063,772000;librairie
540401;La Divette;63   avenue Aristide Briand;92120;Montrouge;92049;599203,324767;2424278,117705;café tabac
540402;;59   avenue Pierre Larousse;92240;Malakoff;92046;597632,107400;2424800,087200;presse
540403;Le Gaulois;101   avenue de la République;92120;Montrouge;92049;598550,318000;2423951,507000;café tabac
540404;Tabac de la Mairie;21   R. de Trosy;92140;Clamart;92023;594570,841251;2422451,159851;tabac librairie
540405;Au Départ;251   Av. Jean Jaurès;92140;Clamart;92023;595253,810162;2423894,634716;café tabac
540406;Le Maine Anjou;4   R. Jean Jaurès;92170;Vanves;92075;597099,846534;2425052,401043;café tabac
540407;Le New Maryland;62   Av. Jean Jaurès;92140;Clamart;92023;594810,700000;2422838,650000;café tabac
540408; Le Voltaire;1   Pl. Voltaire;92290;Châtenay-Malabry;92019;595783,044719;2418649,698272;café tabac
540409; A l‘Écritoire;125   Av. Jean Jaurès;92120;Montrouge;92049;597760,270090;2423859,784055;tabac librairie
540410; Tabac de l'Observat;166   Bd du Montparnasse;75014;Paris 14e;75114;599951,384685;2426833,715569;café tabac
540411; Le Petit Paris;39   Av. de la République;92120;Montrouge;92049;598801,336063;2424565,344694;tabac presse
540412;  ;68   rue Henri Ginoux;92120;Montrouge;92049;598905,329000;2424292,832000;café tabac
540413;La Bouffarde;177   boulevard Brune;75014;Paris 14e;75114;599016,377978;2425049,766291;café tabac
540414;Côté Tabac;20   rue Littré;75006;Paris 6e;75106;599106,135200;2427368,568000;tabac loto
540415;Café De La Mairie;1   rue de la Gare;92320;Châtillon;92020;596545,309645;2422414,016123;café tabac
540416;Horizon 3   ;1   avenue de L Europe C. Cial Cor;91300;Massy;91377;595545,871000;2414303,546000;tabac librairie
540417;Mi The Best;16   rue Molière;92120;Montrouge;92049;598377,431429;2423643,482143;presse
540418;Tabac de la Gaité;49   Rue de la gaïté;75014;Paris 14e;75114;598980,137132;2426690,873725;café tabac
540419;La Civette Bréa  ;54   rue Notre-Dame-des-Champs;75006;Paris 6e;75106;599567,124288;2427288,895053;tabac
540420;Le Renoir;207   rue Raymond Losserand;75014;Paris 14e;75114;597856,188303;2425586,010110;café tabac
540421;Le Cibiche;110   avenue Denfert-Rochereau;75014;Paris 14e;75114;599714,629280;2426237,029168;tabac
540422;La Favorite;39   R. de Passy;75016;Paris ;75116;595908,214000;2428839,910000;tabac
540423;Tabac de la Mairie;66   R. de la Pompe;75016;Paris ;75116;595582,044982;2429391,082801;tabac
540424;Tabac de la Muette;6   Chaussée de la Muette;75016;Paris ;75116;595384,557530;2428876,190771;tabac
540425;Mille et une Feuille;139   Av. de Versailles;75016;Paris ;75116;594970,642820;2427104,748653;presse
540426;Le Mokafé;37   Route de la Reine;92100;Boulogne-Billancourt;92012;593421,536000;2426749,599000;tabac
540427;La Pointe Presse;1945   Av. Roger Salengro;92370;Chaville;92022;588841,578957;2423072,487883;presse
540428;Tabac du Dôme;24   R. Lauriston;75016;Paris ;75116;596726,241770;2430314,190879;tabac
540429;L‘européen;22   Av.de L'Europe;92310;Sèvres;92072;590651,636314;2424954,053544;tabac
540430;Le Bleu;22   R. Denfert-Rochereau;92100;Boulogne-Billancourt;92012;593245,747880;2427485,418776;tabac presse
540432;Tabac de la Gare;19   R. Banes;92190;Meudon;92048;592979,300000;2423303,650000;tabac
540433;Le Havane;50   Av. Jean-Baptiste Clément;92100;Boulogne-Billancourt;92012;592624,878596;2427461,692619;café tabac
540434;Le Corona Impérial;70   Av. Kléber;75016;Paris ;75116;596619,924842;2429925,284730;café tabac
540435;Le Balto;12   R. Pierre Midrin;92310;Sèvres;92072;590841,500000;2424924,650000;café tabac
540436;Le Royal Tabac;1   R. Georges Clemenceau;78000;Versailles;78646;584954,324000;2422810,803000;café tabac
540437;Le Diplomate;15   R. Singer;75016;Paris ;75116;595689,896136;2428653,500000;café tabac
540438;L‘Edito;34   Av. Pierre Grenier;92100;Boulogne-Billancourt;92012;593734,515000;2425676,716000;librairie
540440; Moulin d' Auteuill;75   R. d'Auteuil;75016;Paris ;75116;594430,429902;2427731,019402;café tabac
540441;Flor de Cuba;1   Av. Raymond Poincaré;75016;Paris ;75116;595402,450091;2428171,058199;tabac
540442;Le Lamartine;182   Av.. Victor Hugo;75016;Paris ;75116;595555,767000;2429710,125000;café tabac
540443;Le Bouquet d'Auteuil;8   R. d'Auteuil;75016;Paris ;75116;594980,007650;2427689,638767;café tabac
540445;Le Ribera;66   R. la Fontaine;75016;Paris ;75116;595155,332000;2428008,916000;café tabac
540446;Le Mirabeau;2   R. Mirabeau;75016;Paris ;75116;595384,915153;2427673,964239;café tabac
540447;Tabac Presse du Mail;28   Av. du Général de Gaulle;78140;Vélizy-Villacoublay;78640;588565,972000;2420768,877000;tabac presse
540448;Le Franklin;1   R. Benjamin Franklin;75016;Paris ;75116;596203,224550;2428952,086386;café tabac
540449;La Civ' Du Pont;253   Bd Jean Jaurès;92100;Boulogne-Billancourt;92012;593447,950204;2425387,911827;tabac presse
540450;Le Molière;41   Av. Mozart;75016;Paris ;75116;595122,104778;2428569,637889;café tabac
540451;Plum' 2000;174   R. de la Pompe;75016;Paris ;75116;596103,854000;2430308,509000;tabac presse
540452;Le Chiquito;104   R. de Billancourt;92100;Boulogne-Billancourt;92012;592661,947247;2426427,968924;café tabac
540453;Le Lutétia;127   Bd Jean Jaurès;92100;Boulogne-Billancourt;92012;593036,394000;2426494,183000;café tabac
540455;Tabac des Musées;7   Av. Pierre 1er de Serbie;75016;Paris ;75116;596989,348000;2429690,918000;café tabac
540456;Le  Lutétia;27   Av. Jean Baptiste Clément;92100;Boulogne-Billancourt;92012;592822,362068;2427591,141675;café tabac
540457;La Liberté de Penser;41   Bd. de la République;92100;Boulogne-Billancourt;92012;593768,556000;2426005,578000;librairie
540458;Le Magenta;1   Pl. Magenta;92210;Saint-Cloud;92064;590499,275099;2427114,168178;café tabac
540459;La Camargue;18   All.  Marcel Simon;92360;Meudon-La-Forêt;92900;592534,510540;2421062,231725;café tabac
540460;Le Rond-Point;2   R. du Port;92100;Boulogne-Billancourt;92012;592085,151699;2426980,344339;café tabac
540461;Librairie du Parc;19   Av.du Maréchal Leclerc;92360;Meudon-La-Forêt;92900;591694,455710;2421296,792489;librairie
540462;Le Silly;143   /149 R. de Silly;92100;Boulogne-Billancourt;92012;592448,155920;2426041,702686;tabac presse
540463;Tabac De L'Assemblé;13   rue de Bourgogne;75007;Paris 7e;75107;598640,639000;2428990,314000;tabac
540464;Le Lavoisier;32   Bd  Malesherbes;75008;Paris ;75108;598840,100000;2430593,300000;café tabac
540465;Le Bar Bac;13   rue du Bac;75007;Paris ;75107;599428,940000;2428939,635000;tabac loto
540466;Le Saint Claude;187   R. du Fbg Saint-Honoré;75008;Paris ;75108;597628,686874;2430792,533773;tabac loto
540467;Le Paris Duquesne;41   avenue Duquesne;75007;Paris 7e;75107;598128,137161;2428104,277550;tabac
540468;Tabac Musée D'Orsay;73   rue de Lille;75007;Paris 7e;75107;599168,440011;2429057,734519;tabac
540469;Le Washington;27   R. Washington;75008;Paris ;75108;597572,744000;2430570,750000;tabac loto
540470;Tabac Des Ministère;43   rue Vaneau;75007;Paris 7e;75107;598716,040598;2428145,901948;café tabac
540471;Le Disque Bleu;60   R. du Théâtre;75015;Paris ;75115;596593,645000;2427751,941000;café tabac
540473;Le Mont Vallon;5   R. de Vienne;75008;Paris ;75108;598894,853257;2430923,447054;café tabac
540474;Le Castel;5   avenue de Suffren;75007;Paris 7e;75107;596729,438000;2428731,862000;tabac
540475;Le Balto;216   R. de la Convention;75015;Paris ;75115;597195,935000;2426479,237000;tabac loto
540476;Presse de la Poste;48   Bd de Vaugirard;75015;Paris ;75115;598494,812000;2426950,682000;librairie
540477;Invalides;23   avenue de la Motte-Picquet;75007;Paris 7e;75107;597866,696668;2428582,119002;tabac
540478;  ;2    R. Lecourbe;75015;Paris ;75115;598105,441000;2427407,758000;librairie
540479;Le Chamois;355   R. de Vaugirard;75015;Paris ;75115;597005,258000;2426504,412000;tabac
540480;Le Brazza;294   296 R. de Vaugirard;75015;Paris ;75115;597203,070000;2426660,674000;tabac loto
540481;L'Auvergne à Paris;102   R. Blomet;75015;Paris ;75115;597316,306000;2426930,209000;café tabac
540482;Les Favorites;125   R. Cambronne;75015;Paris ;75115;597627,674074;2426898,884115;tabac loto
540484;La Civette De L'Alm;15   avenue Rapp;75007;Paris 7e;75107;597403,900200;2429120,270200;civette
540485;Le Lutétia;14   avenue de Tourville;75007;Paris 7e;75107;597898,650000;2428423,041000;café tabac
540486;Press'tation;45   Bis R. de Vouillé;75015;Paris ;75115;597910,723000;2426169,246000;presse
540487;Le Wilson;75   R. Labrouste;75015;Paris ;75115;597756,764000;2425917,371000;café tabac
540488;Tabac du Rocher;91   R. du Rocher;75008;Paris ;75108;598569,578000;2431381,648000;tabac
540489;Le Centenaire;27   boulevard de la Tour-Maubourg;75007;Paris 7e;75107;598063,154000;2429059,848000;tabac loto
540491;Tabac Aux Ministère;53   avenue de Ségur;75007;Paris 7e;75107;597913,680365;2427937,551668;café tabac
540492;Le Lutèce;380   R. de Vaugirard;75015;Paris ;75115;596502,500000;2426075,900000;tabac loto
540493;Olivia Tabac Eiffel;22   avenue de la Bourdonnais;75007;Paris 7e;75107;597173,035997;2428967,014670;tabac presse
540494;Le Pot à Tabac;28   R. de la Pépinière;75008;Paris ;75108;598826,544384;2430735,629368;civette
540495;A Rabelais;32   R. de la République;92190;Meudon;92048;592617,062229;2423268,939599;café tabac
540496;Le Liège;45   R. d'Amsterdam;75008;Paris ;75108;599301,540000;2431251,360000;café tabac
540497;SNC NA Cougoule;151   rue de l' Université;75007;Paris 7e;75107;597716,437000;2429202,421000;café tabac
540498;Le Royal Exelmans;171   Av. de Versailles;75016;Paris ;75116;594742,551000;2426927,232000;café tabac
540499;La Belle Pole;21   Grande rue;92310;Sèvres;92072;591454,396111;2425380,213764;tabac presse
540500;Le  Balto;82   R. du Château;92100;Boulogne-Billancourt;92012;593185,016000;2427179,663000;café tabac
540501;La Vitole;126   Bd  Murat;75016;Paris ;75116;594346,621191;2426538,731227;tabac loto
540502;LE BALTO;74   rue de Sèvres;75007;Paris 7e;75107;598688,000000;2427690,000000;café tabac
540503;Le Havane;188   Av. de Versailles;75016;Paris ;75116;594489,136899;2426762,118055;café tabac
540504;Bistrot 19;4   R. Liot;92100;Boulogne-Billancourt;92012;592967,600000;2425999,550000;tabac presse
540505;Tabac de la Tour;51   R. de la Tour;75016;Paris ;75116;595868,383470;2429151,923258;café tabac
540506;Le Diplomate;252   R. de la Convention;75015;Paris ;75115;597489,616000;2426349,706000;café tabac
540507;La Gitane;47   Bd de Grenelle;75015;Paris ;75115;596709,204000;2428159,293000;café tabac
540508;Le Celtic;1   R. Mademoiselle;75015;Paris ;75115;596834,004915;2427242,300000;café tabac
540509;Tabac de la Mairie;61   Grande Rue;92310;Sèvres;92072;590855,460283;2425119,496103;café tabac
540510;Le  Flash;38   R. Paul Barruel;75015;Paris ;75115;597739,399613;2426603,036310;tabac loto
540511;Le Joli Mai;29   Av. du Général de Gaulle;92360;Meudon-La-Forêt;92900;591937,198826;2421002,227808;café tabac
540512;Le Beau Site;140   Bd de la République;92210;Saint-Cloud;92064;590927,502231;2428172,763382;café tabac
540513;La Civette D'Auteuil;37   R. Chanez;75016;Paris ;75116;594298,705000;2427450,544000;tabac presse
540514;Bistro de la Reine;8   Route de la Reine;92100;Boulogne-Billancourt;92012;593735,137000;2426707,501000;café tabac
540515;Le Muguet;1494   Av. Roger Salengro;92370;Chaville;92022;589110,154037;2423427,878721;tabac presse
540516;Les  Volutes;114   R. de la Convention;75015;Paris ;75115;596453,550000;2426955,200000;civette
540517;L' Espace Tabac;1   R. Clapeyron;75008;Paris ;75108;599132,189666;2431370,916465;tabac loto
540518;Bistro Saint-Cirgues;206   R. de Grenelle;75007;Paris 7e;75107;597581,608000;2428717,648000;café tabac
540519; Le St Cloud;24   R de St Cloud;92410;Ville-d'Avray;92077;589280,073738;2425563,957069;café tabac
540520;Toute la Presse;106   R.du Point du Jour;92100;Boulogne-Billancourt;92012;593490,420453;2425644,529495;tabac presse
540521;Le p'tit resto;62   R. St-Lambert;75015;Paris ;75115;596841,833000;2426418,063000;café tabac
540522;Le Messager;3   Pl. d' Isigny;78000;Versailles;78646;587130,986999;2422635,593334;tabac presse
540523;Civette Art Galerie;177   R. de Vaugirard;75015;Paris ;75115;598312,980975;2427206,395940;civette
540524;L' Escale bosquet;33   Ave.  Bosquet;75007;Paris 7e;75107;597578,121001;2428972,344228;presse
540525;Le Jasmin;30   R. du Dct. Blanche;75016;Paris ;75116;594782,440895;2428419,698523;civette
540526;  Le Gamin de Paris;139   boulevard saint-Michel;75005;Paris 5e;75105;600092,183874;2427040,872051;café tabac
540527;Le Twickenham;68   boulevard saint-Germain;75005;Paris 5e;75105;600800,500000;2428002,350000;café tabac
540528;  ;43   rue des Petits-Champs;75001;Paris 1er;75101;599953,808597;2429849,791799;tabac librairie
540529;  Le Saint-Mandé;41   rue Linné;75005;Paris 5e;75105;601323,100429;2427527,438913;café tabac
540530;Tabac Presse;9   rue de Blainville;75005;Paris 5e;75105;600866,785363;2427343,058090;tabac librairie
540531;Tabac Les Peupliers;1   rue Charles Fourier;75013;Paris 13e;75113;601211,922974;2425068,577125;café tabac
540532;  ;65   boulevard Kellermann;75013;Paris 13e;75113;600970,409012;2424705,472697;tabac loto
540533;Le Marijan;20   Bd Arago;75013;Paris 13e;75113;600883,725000;2426374,425000;café tabac
540534;  ;137   Bd Auguste Blanqui;75013;Paris 13e;75113;600488,038501;2425855,258833;presse
540536;Calumet Des Halles;47   rue Montorgeuil;75002;Paris 2e;75102;600758,886000;2429632,730000;civette
540537;  Velipa;48   rue du Javelot;75013;Paris 13e;75113;602103,976432;2425187,006101;presse
540538;La Marly;252   rue de Rivoli;75001;Paris 1er;75101;599093,828399;2429775,505023;café tabac
540539;Tabac de la Poste;25   rue du Rendez-Vous;75012;Paris 12e;75112;604893,820000;2427491,155000;café tabac
540540;Tabac Grand Ciel  ;C.Com   30 Bd Paul Vaillant-Couturier;94200;Ivry-sur-Seine;94041;604391,064607;2424575,269303;tabac
540541;Le Dugommier;240   rue de Charenton;75012;Paris 12e;75112;603899,706620;2426696,282030;café tabac
540542;  ;82   avenue de saint-Mandé;75012;Paris 12e;75112;605037,826424;2427368,176558;tabac presse
540543;Le Balto;3   rue Pierre Curie;94200;Ivry-sur-Seine;94041;602875,017998;2424100,020832;café tabac
540544;Presse Okbi;91   rue Barrault;75013;Paris 13e;75113;600752,563805;2424946,438546;librairie
540545;  Le Rallye;64   rue de Tolbiac;75013;Paris 13e;75113;602352,220000;2425433,103000;café tabac
540547;Le Rond Point  ;32   rue Vergniaud;75013;Paris 13e;75113;600668,474000;2425505,355000;café tabac
540548;La Civette De Bercy;4   passage saint-Emilion;75012;Paris 12e;75112;603682,476213;2426086,555173;civette
540549;Tabac Notre-Dame;19   rue de la bucherie;75005;Paris 5e;75105;600852,848448;2428199,559638;tabac
540550;Le Tabaclub;45   Av d'Italie;75013;Paris 13e;75113;601506,550000;2425414,600000;tabac presse
540551;Le Losange;150   rue saint-Denis;75002;Paris 2e;75102;601030,650000;2429695,650000;tabac loto
540552;Athéna;56   R. Jacques Hillairet;75012;Paris 12e;75112;603915,015405;2427274,182503;tabac loto
540553;Le Narval;58   rue Jeanne d' Arc;75013;Paris 13e;75113;602189,639605;2425883,269399;café tabac
540554;Vanita ;66   rue Montmartre;75002;Paris 2e;75102;600598,237000;2429719,999000;café tabac
540555;Collège De France;21   rue Jean de Beauvais;75005;Paris 5e;75105;600733,704000;2427842,190000;café tabac
540556;La Fontaine;3   Bd saint-Michel;75005;Paris 5e;75105;600536,778000;2428271,620000;café tabac
540557;Le Saint-Claude;101   rue Claude Decaen;75012;Paris 12e;75112;604374,339305;2426731,211700;café tabac
540558;;1   rue du Marché saint Honoré;75001;Paris 1er;75101;599582,191000;2429687,657000;librairie
540559;Le Week-End;36   rue Gay-Lussac;75005;Paris 5e;75105;600403,309000;2427337,434000;café tabac
540560;La Tabacase;30   avenue d'Italie;75013;Paris 13e;75113;601462,431046;2425627,147471;tabac loto
540561;Le Diplomate;48   Av. du Gal Michel Bizot;75012;Paris 12e;75112;604715,371000;2426250,261000;café tabac
540562;La Terrasse  ;1   place Lachambeaudie;75012;Paris 12e;75112;603642,604000;2426372,472000;café tabac
540563;Iris Cafe;2   Bd. de Picpus;75012;Paris 12e;75112;604687,043915;2426821,895716;café tabac
540564;  ;16   boulevard Chastenay de Gery;94270;Le Kremlin-Bicêtre;94043;601593,945282;2423043,330791;tabac presse
540565;Le Jean Bart ;81   avenue de Fontainebleau;94270;Le Kremlin-Bicêtre;94043;601892,250000;2423562,600000;café tabac
540566;Le Crozatier;43   rue Crozatier;75012;Paris 12e;75112;603244,643000;2427745,978000;café tabac
540567;Pourquoi Pas;136   Av d'Italie;75013;Paris 13e;75113;601594,439849;2424983,556858;café tabac
540568; Tabac du Vieux Moul;75   avenue Maurice Thorez;94200;Ivry-sur-Seine;94041;602864,604579;2424369,398014;café tabac
540569;Le Celtic;19   rue Rambuteau;75004;Paris 4e;75104;601365,781000;2429149,405000;café tabac
540570;Le Progrès;1   rue de Bretagne;75003;Paris 3e;75103;602057,434000;2429294,762000;café tabac
540571;Le Saint-Louis;37   rue des Deux-Ponts;75004;Paris 4e;75104;601500,063889;2428216,109445;café tabac
540572;Tabac Des Vosges;25   rue de Turenne;75004;Paris 4e;75104;602030,798668;2428660,288003;civette
540573;Au Metro;24   rue Beaubourg;75003;Paris 3e;75103;601260,924460;2429251,208831;café tabac
540575;Civette De La Basti;4   rue de la Bastille;75004;Paris 4e;75104;602286,813333;2428389,125000;civette
540576;Tabac Du Renard;6   rue du Renard;75004;Paris 4e;75104;601130,526000;2428888,201000;café tabac
540577;Le Gribouille;44   rue de Rivoli;75004;Paris 4e;75104;601377,808757;2428694,969518;café tabac
540579;Tabac Des Écoles;79   rue de Paris;94220;Charenton-le-Pont;94018;605609,232000;2424855,153000;café tabac
540580;Maison De La Presse;17   rue Paul Verlaine;94410;Saint-Maurice;94069;609132,070959;2424053,695106;tabac presse
540581;Le Fabregas;4   place de L'Europe;94220;Charenton-le-Pont;94018;604240,962218;2425218,394403;tabac loto
540582;La Plume Verte;25   avenue Charles Gides;94270;Le Kremlin-Bicêtre;94043;601239,603000;2423169,765000;tabac librairie
540583;Presse Loto;28   rue Charles Frérot;94250;Gentilly;94037;601121,686325;2424157,532834;librairie
540584;Brazza;28   avenue Eugène Thomas;94270;Le Kremlin-Bicêtre;94043;601631,550000;2423493,475000;café tabac
540585;Le Village;18   rue A. Damalix;94410;Saint-Maurice;94069;606277,095000;2424787,956000;café tabac
540587; Le Narval;247   rue de Charenton;75012;Paris 12e;75112;604052,390357;2426482,677224;café tabac
540588; Le Virginie;1   R. de Reuilly;75012;Paris ;75112;603543,275688;2427962,180624;café tabac
540589;Tabac Tolbiac;34   rue de Tolbiac;75013;Paris 13e;75113;602670,901000;2425563,136000;tabac presse
540590;L'Aubrac;1   av. marechal de lattre de tass;94220;Charenton-le-Pont;94018;606106,490429;2424452,603797;tabac loto
540591;Espace Tabac;26   rue de Reuilly;75012;Paris 12e;75112;603715,331426;2427619,947780;tabac loto
540592;;47   Av.de Choisy;75013;Paris 13e;75113;601928,188726;2424905,794280;tabac loto
540593; Au Bon Tabac;20    R. Émile Raspail;94110;Arcueil;94003;599643,418000;2422518,018000;tabac
540594;  ;76   boulevard Soult;75012;Paris 12e;75112;605429,721155;2427380,100999;tabac presse
540595;Tabac De La Mairie;11   place Gambetta;94230;Cachan;94016;599864,754606;2421896,345096;café tabac
540596;  tabac de patay;75   rue de Patay;75013;Paris 13e;75113;602697,699600;2425341,889600;tabac loto
540597;Les Pyramides;212   avenue du 8 Mai 1945;93150;Le Blanc-Mesnil;93007;607754,150000;2439437,300000;presse
540598;Les Maraîchaux;2   Avenue du maréchal Joffre;92380;Garches;92033;588987,839213;2426713,108437;café tabac
540599;Tabac de la Reynie;26   rue de la Reynie;75001;Paris 1er;75101;600867,209475;2429093,452391;tabac
540600;L'ATMOSPHERE;5   rue de l'Abreuvoir;92400;Courbevoie;92026;594065,996933;2432475,089956;café tabac
540601;Civette De Pavillons;116   avenue Jean Jaurès;93320;Les Pavillons-sous-Bois;93057;612332,014000;2434015,432000;café tabac
540602;Le Longchamp;69   avenue du maréchal Leclerc;93190;Livry-Gargan;93046;614759,100471;2435676,074428;tabac presse
540603;L'empire;71   Bd Exelmans;75016;Paris 16e;75116;594387,761920;2427182,441258;café tabac
540604;Les Sablons;30   R. Greuze;75016;Paris ;75116;596031,220483;2429563,428558;café tabac
540605;Le Celtique;1   R. de L'Arrivée;92250;La Garenne-Colombes;92035;593046,325000;2434647,530000;café tabac
540606;O'NARVAL;7   place André Gide;95200;SARCELLES;95585;602414,974204;2441760,678482;tabac presse
540607;LA TABATIERE;4   place de la Libération;95200;SARCELLES;95585;602994,750532;2444220,253003;café tabac
540608;Le Longchamp;23   R. de la Butte-aux-Cailles;75013;Paris ;75113;600958,130665;2425477,396000;tabac presse
540609;Tabac De L'Empire;59   Bd de Stalingrad;94400;Vitry-sur-Seine;94081;603359,651536;2422143,394563;café tabac
540610;La Maj'uscule;103   R. d'Estienne d'Orves;91370;Verrières-le-Buisson;91645;594359,000000;2415855,450000;librairie
540611; Victoria;106   Av. Anatole France;94400;Vitry-sur-Seine;94081;604983,086000;2423239,865000;café
540612;Restaurant KARS 36;194   R.Anataole France;93700;DRANCY;93029;608742,550000;2437301,850000;café
540613;Le Celtique;1   rue Anatole France;93130;Noisy-le-Sec;93053;608537,448307;2432421,809041;café tabac
540614;LE BALTO;44   Bd Jules Guesde;93200;Saint-Denis;93066;601001,206000;2437674,361000;café tabac
540615;Le Marly;54   Av. du Roule;92200;Neuilly-sur-Seine;92051;595635,053379;2431595,536624;civette
540616;Brasserie Les Sports;34   R.Rivay;92300;Levallois-Perret;92044;596588,369000;2432826,036000;café tabac
540617;Le Nouveau Siècle;156   Av. de Saint-Ouen;75018;Paris ;75118;599441,620000;2433233,164002;café tabac
540618;Le Cyrano;6   Pl. de la Gare des Vallées;92250;La Garenne-Colombes;92035;594231,145000;2435011,654000;café tabac
540619;Le Balto;63   Av. de la Grande Armée;75016;Paris ;75116;596362,298896;2430859,156881;café tabac
540620;Tabac Presse;17   R. du Pavé de Grignon;94320;Thiais;94073;604669,361603;2417576,977527;tabac librairie
540621;La Civette Davout;108   Bd Davout;75020;Paris ;75120;605384,545975;2428901,118671;civette
540622;Le Week End;59   R. Turbigo;75003;Paris ;75103;601495,899000;2429703,890000;café tabac
540623;Le Disque Bleu;23   R. de Wattignies;75012;Paris ;75112;604232,313997;2426446,857334;café tabac
540624;Le Café Ponce;17   R. Poncelet;75017;Paris ;75117;597092,498291;2431197,625022;café tabac
540625;Le Villiers;100   Av. Pasteur;93100;Montreuil;93048;607234,118247;2429859,640630;café tabac
540626;Au Soleil Levant;83   Av. Victor Hugo;92170;Vanves;92075;596754,428000;2425217,739000;café tabac
540627;Le Tabac du Terminus;8   Pl. de la Porte de Saint-Cloud;75016;Paris ;75116;594183,245872;2426664,878940;civette
540628;Le Lutétia;161   R. Legendre;75017;Paris ;75117;599171,924000;2432529,409000;tabac loto
540629;Le Rénitas;102   Av. d'Argenteuil;92600;Asnières-sur-Seine;92004;596080,626394;2435170,407475;café tabac
540630;L'évidence;19   Av. des Ternes;75017;Paris ;75117;597023,439411;2431104,478062;café tabac
540631;Le Jouffroy;47   R. Jouffroy d'Abbans;75017;Paris ;75117;597850,730894;2431881,412791;café tabac
540632;Totem;35   Av. Paul Vaillant-Couturier;93240;Stains;93072;603329,080987;2439386,449162;tabac librairie
540633;Le Coq D'Or;88   rue du faubourg saint-Martin;75010;Paris ;75110;601553,620000;2430478,992000;café tabac
540634;Le Tom Tip;48   R. Étienne Dolet;94140;Alfortville;94002;606518,058783;2421944,182434;café tabac
540635;Civette Du Bel-Est;28   Av. du Gén. de Gaulle;93170;Bagnolet;93006;605936,811857;2429610,460473;civette
540636;L' Amicale;9   R. des Trois Bornes;75011;Paris ;75111;602590,777000;2429782,868000;tabac loto
540637;Civette Euryale;45   R. Linois;75015;Paris ;75115;596226,851806;2427637,825870;civette
540638;Le Brezin;6   R. Brezin;75014;Paris ;75114;599447,063867;2425836,004282;café tabac
540639;Le Royal Strasbourg;34   Bd de Strasbourg;75010;Paris ;75110;601421,925000;2430434,464000;café tabac
540640;Le Bergerac;108   R. Etienne Dolet;94140;Alfortville;94002;606565,483236;2421328,199685;café tabac
